costs,locs,techs,timesteps,cost_var_rhs
monetary,NL11,battery,2015-03-25 00:00:00,0.0
monetary,NL11,battery,2015-03-25 03:00:00,0.0
monetary,NL11,battery,2015-03-25 06:00:00,0.0
monetary,NL11,battery,2015-03-25 09:00:00,0.0
monetary,NL11,battery,2015-03-25 12:00:00,0.09305550800000001
monetary,NL11,battery,2015-03-25 15:00:00,0.0
monetary,NL11,battery,2015-03-25 18:00:00,0.0
monetary,NL11,battery,2015-03-25 21:00:00,0.0
monetary,NL11,battery,2015-03-26 00:00:00,0.0
monetary,NL11,battery,2015-03-26 03:00:00,0.0
monetary,NL11,battery,2015-03-26 06:00:00,0.0
monetary,NL11,battery,2015-03-26 09:00:00,0.0
monetary,NL11,battery,2015-03-26 12:00:00,0.0
monetary,NL11,battery,2015-03-26 15:00:00,0.0
monetary,NL11,battery,2015-03-26 18:00:00,0.0
monetary,NL11,battery,2015-03-26 21:00:00,0.0
monetary,NL11,battery,2015-03-27 00:00:00,0.0
monetary,NL11,battery,2015-03-27 03:00:00,0.0
monetary,NL11,battery,2015-03-27 06:00:00,0.0
monetary,NL11,battery,2015-03-27 09:00:00,0.0
monetary,NL11,battery,2015-03-27 12:00:00,0.0
monetary,NL11,battery,2015-03-27 15:00:00,0.0
monetary,NL11,battery,2015-03-27 18:00:00,0.0
monetary,NL11,battery,2015-03-27 21:00:00,0.0
monetary,NL11,battery,2015-03-28 00:00:00,0.0
monetary,NL11,battery,2015-03-28 03:00:00,0.08086555
monetary,NL11,battery,2015-03-28 06:00:00,0.0
monetary,NL11,battery,2015-03-28 09:00:00,0.0
monetary,NL11,battery,2015-03-28 12:00:00,0.0
monetary,NL11,battery,2015-03-28 15:00:00,0.0
monetary,NL11,battery,2015-03-28 18:00:00,0.0
monetary,NL11,battery,2015-03-28 21:00:00,0.0
monetary,NL11,battery,2015-03-29 00:00:00,0.0
monetary,NL11,battery,2015-03-29 03:00:00,0.0
monetary,NL11,battery,2015-03-29 06:00:00,0.0
monetary,NL11,battery,2015-03-29 09:00:00,0.0
monetary,NL11,battery,2015-03-29 12:00:00,0.09305550800000001
monetary,NL11,battery,2015-03-29 15:00:00,0.0
monetary,NL11,battery,2015-03-29 18:00:00,0.028537022000000002
monetary,NL11,battery,2015-03-29 21:00:00,0.0
monetary,NL11,battery,2015-03-30 00:00:00,0.0
monetary,NL11,battery,2015-03-30 03:00:00,0.0
monetary,NL11,battery,2015-03-30 06:00:00,0.0
monetary,NL11,battery,2015-03-30 09:00:00,0.0
monetary,NL11,battery,2015-03-30 12:00:00,0.0
monetary,NL11,battery,2015-03-30 15:00:00,0.0
monetary,NL11,battery,2015-03-30 18:00:00,0.09305550800000001
monetary,NL11,battery,2015-03-30 21:00:00,0.0
monetary,NL11,battery,2015-03-31 00:00:00,0.0
monetary,NL11,battery,2015-03-31 03:00:00,0.0
monetary,NL11,battery,2015-03-31 06:00:00,0.0
monetary,NL11,battery,2015-03-31 09:00:00,0.0
monetary,NL11,battery,2015-03-31 12:00:00,0.0
monetary,NL11,battery,2015-03-31 15:00:00,0.0
monetary,NL11,battery,2015-03-31 18:00:00,0.0
monetary,NL11,battery,2015-03-31 21:00:00,0.0
monetary,NL11,ccgt,2015-03-01 00:00:00,0.0
monetary,NL11,ccgt,2015-03-01 03:00:00,0.0
monetary,NL11,ccgt,2015-03-01 06:00:00,0.0
monetary,NL11,ccgt,2015-03-01 09:00:00,0.0
monetary,NL11,ccgt,2015-03-01 12:00:00,0.0
monetary,NL11,ccgt,2015-03-01 15:00:00,0.0
monetary,NL11,ccgt,2015-03-01 18:00:00,0.0
monetary,NL11,ccgt,2015-03-01 21:00:00,0.0
monetary,NL11,ccgt,2015-03-02 00:00:00,0.0
monetary,NL11,ccgt,2015-03-02 03:00:00,0.0
monetary,NL11,ccgt,2015-03-02 06:00:00,0.0
monetary,NL11,ccgt,2015-03-02 09:00:00,0.0
monetary,NL11,ccgt,2015-03-02 12:00:00,0.0
monetary,NL11,ccgt,2015-03-02 15:00:00,0.0
monetary,NL11,ccgt,2015-03-02 18:00:00,0.0
monetary,NL11,ccgt,2015-03-02 21:00:00,0.0
monetary,NL11,ccgt,2015-03-03 00:00:00,0.0
monetary,NL11,ccgt,2015-03-03 03:00:00,0.0
monetary,NL11,ccgt,2015-03-03 06:00:00,33.449692733157896
monetary,NL11,ccgt,2015-03-03 09:00:00,20.001144590675437
monetary,NL11,ccgt,2015-03-03 12:00:00,66.50281299189474
monetary,NL11,ccgt,2015-03-03 15:00:00,132.66897171314037
monetary,NL11,ccgt,2015-03-03 18:00:00,83.56941990560527
monetary,NL11,ccgt,2015-03-03 21:00:00,0.0
monetary,NL11,ccgt,2015-03-04 00:00:00,0.0
monetary,NL11,ccgt,2015-03-04 03:00:00,0.0
monetary,NL11,ccgt,2015-03-04 06:00:00,0.0
monetary,NL11,ccgt,2015-03-04 09:00:00,0.0
monetary,NL11,ccgt,2015-03-04 12:00:00,0.0
monetary,NL11,ccgt,2015-03-04 15:00:00,0.0
monetary,NL11,ccgt,2015-03-04 18:00:00,0.0
monetary,NL11,ccgt,2015-03-04 21:00:00,0.0
monetary,NL11,ccgt,2015-03-05 00:00:00,5.1987132259561415
monetary,NL11,ccgt,2015-03-05 03:00:00,67.11995969142984
monetary,NL11,ccgt,2015-03-05 06:00:00,177.712359906386
monetary,NL11,ccgt,2015-03-05 09:00:00,183.01670663973687
monetary,NL11,ccgt,2015-03-05 12:00:00,163.15174322105264
monetary,NL11,ccgt,2015-03-05 15:00:00,160.22484965978072
monetary,NL11,ccgt,2015-03-05 18:00:00,124.71169566100879
monetary,NL11,ccgt,2015-03-05 21:00:00,53.76356571035089
monetary,NL11,ccgt,2015-03-06 00:00:00,16.03207547835351
monetary,NL11,ccgt,2015-03-06 03:00:00,36.97431222440351
monetary,NL11,ccgt,2015-03-06 06:00:00,135.45055868057895
monetary,NL11,ccgt,2015-03-06 09:00:00,121.59407898335091
monetary,NL11,ccgt,2015-03-06 12:00:00,119.65958674666669
monetary,NL11,ccgt,2015-03-06 15:00:00,147.86326345082458
monetary,NL11,ccgt,2015-03-06 18:00:00,118.88471604002632
monetary,NL11,ccgt,2015-03-06 21:00:00,0.0
monetary,NL11,ccgt,2015-03-07 00:00:00,0.0
monetary,NL11,ccgt,2015-03-07 03:00:00,0.0
monetary,NL11,ccgt,2015-03-07 06:00:00,0.0
monetary,NL11,ccgt,2015-03-07 09:00:00,0.0
monetary,NL11,ccgt,2015-03-07 12:00:00,0.0
monetary,NL11,ccgt,2015-03-07 15:00:00,0.0
monetary,NL11,ccgt,2015-03-07 18:00:00,0.0
monetary,NL11,ccgt,2015-03-07 21:00:00,0.0
monetary,NL11,ccgt,2015-03-08 00:00:00,0.0
monetary,NL11,ccgt,2015-03-08 03:00:00,0.0
monetary,NL11,ccgt,2015-03-08 06:00:00,0.0
monetary,NL11,ccgt,2015-03-08 09:00:00,0.0
monetary,NL11,ccgt,2015-03-08 12:00:00,0.0
monetary,NL11,ccgt,2015-03-08 15:00:00,72.33809008717544
monetary,NL11,ccgt,2015-03-08 18:00:00,109.94570298764913
monetary,NL11,ccgt,2015-03-08 21:00:00,73.1609223551228
monetary,NL11,ccgt,2015-03-09 00:00:00,50.40024659962282
monetary,NL11,ccgt,2015-03-09 03:00:00,114.50010203531579
monetary,NL11,ccgt,2015-03-09 06:00:00,235.84092986385969
monetary,NL11,ccgt,2015-03-09 09:00:00,242.16371327228072
monetary,NL11,ccgt,2015-03-09 12:00:00,220.90799596736844
monetary,NL11,ccgt,2015-03-09 15:00:00,167.55152846456141
monetary,NL11,ccgt,2015-03-09 18:00:00,62.13048140900877
monetary,NL11,ccgt,2015-03-09 21:00:00,2.65105401759386
monetary,NL11,ccgt,2015-03-10 00:00:00,1.2081510453671054
monetary,NL11,ccgt,2015-03-10 03:00:00,38.76513756336842
monetary,NL11,ccgt,2015-03-10 06:00:00,130.61431188989476
monetary,NL11,ccgt,2015-03-10 09:00:00,121.62635993813159
monetary,NL11,ccgt,2015-03-10 12:00:00,129.43000312395614
monetary,NL11,ccgt,2015-03-10 15:00:00,150.9554513395702
monetary,NL11,ccgt,2015-03-10 18:00:00,158.76185915023683
monetary,NL11,ccgt,2015-03-10 21:00:00,109.29764144678072
monetary,NL11,ccgt,2015-03-11 00:00:00,92.55130804155264
monetary,NL11,ccgt,2015-03-11 03:00:00,110.29116410032456
monetary,NL11,ccgt,2015-03-11 06:00:00,215.97270865157898
monetary,NL11,ccgt,2015-03-11 09:00:00,242.16371327228072
monetary,NL11,ccgt,2015-03-11 12:00:00,233.30676242070177
monetary,NL11,ccgt,2015-03-11 15:00:00,238.27491565421053
monetary,NL11,ccgt,2015-03-11 18:00:00,234.9402129304386
monetary,NL11,ccgt,2015-03-11 21:00:00,178.99352413586843
monetary,NL11,ccgt,2015-03-12 00:00:00,149.29757277751756
monetary,NL11,ccgt,2015-03-12 03:00:00,170.03980601515792
monetary,NL11,ccgt,2015-03-12 06:00:00,234.38142033377193
monetary,NL11,ccgt,2015-03-12 09:00:00,214.82481337859656
monetary,NL11,ccgt,2015-03-12 12:00:00,186.66511148833337
monetary,NL11,ccgt,2015-03-12 15:00:00,131.62324876684212
monetary,NL11,ccgt,2015-03-12 18:00:00,85.69285877122807
monetary,NL11,ccgt,2015-03-12 21:00:00,26.58627577757018
monetary,NL11,ccgt,2015-03-13 00:00:00,20.240659015798247
monetary,NL11,ccgt,2015-03-13 03:00:00,64.03213472626317
monetary,NL11,ccgt,2015-03-13 06:00:00,122.78240329487721
monetary,NL11,ccgt,2015-03-13 09:00:00,150.68286220995617
monetary,NL11,ccgt,2015-03-13 12:00:00,115.27633345574563
monetary,NL11,ccgt,2015-03-13 15:00:00,91.58338336620176
monetary,NL11,ccgt,2015-03-13 18:00:00,87.79073925614914
monetary,NL11,ccgt,2015-03-13 21:00:00,42.57629350057018
monetary,NL11,ccgt,2015-03-14 00:00:00,19.866617513885966
monetary,NL11,ccgt,2015-03-14 03:00:00,24.567550677614037
monetary,NL11,ccgt,2015-03-14 06:00:00,43.42241989267544
monetary,NL11,ccgt,2015-03-14 09:00:00,66.51711308588598
monetary,NL11,ccgt,2015-03-14 12:00:00,63.22948997929825
monetary,NL11,ccgt,2015-03-14 15:00:00,49.198406944385965
monetary,NL11,ccgt,2015-03-14 18:00:00,5.330422941244738
monetary,NL11,ccgt,2015-03-14 21:00:00,10.31073602434386
monetary,NL11,ccgt,2015-03-15 00:00:00,0.0
monetary,NL11,ccgt,2015-03-15 03:00:00,0.0
monetary,NL11,ccgt,2015-03-15 06:00:00,23.75324086971053
monetary,NL11,ccgt,2015-03-15 09:00:00,20.085606039464917
monetary,NL11,ccgt,2015-03-15 12:00:00,23.83535346731579
monetary,NL11,ccgt,2015-03-15 15:00:00,20.12752358370176
monetary,NL11,ccgt,2015-03-15 18:00:00,28.99541054240351
monetary,NL11,ccgt,2015-03-15 21:00:00,2.9529015534877194
monetary,NL11,ccgt,2015-03-16 00:00:00,0.0
monetary,NL11,ccgt,2015-03-16 03:00:00,0.0
monetary,NL11,ccgt,2015-03-16 06:00:00,70.86919955143861
monetary,NL11,ccgt,2015-03-16 09:00:00,68.25503257679824
monetary,NL11,ccgt,2015-03-16 12:00:00,69.63866431426317
monetary,NL11,ccgt,2015-03-16 15:00:00,80.49579784058774
monetary,NL11,ccgt,2015-03-16 18:00:00,65.26440145373685
monetary,NL11,ccgt,2015-03-16 21:00:00,51.42307679633334
monetary,NL11,ccgt,2015-03-17 00:00:00,73.0048578428772
monetary,NL11,ccgt,2015-03-17 03:00:00,151.21751473606142
monetary,NL11,ccgt,2015-03-17 06:00:00,227.50366008692984
monetary,NL11,ccgt,2015-03-17 09:00:00,220.22726109657899
monetary,NL11,ccgt,2015-03-17 12:00:00,203.65148128561407
monetary,NL11,ccgt,2015-03-17 15:00:00,173.46888215972808
monetary,NL11,ccgt,2015-03-17 18:00:00,134.90086450746492
monetary,NL11,ccgt,2015-03-17 21:00:00,127.30630867452635
monetary,NL11,ccgt,2015-03-18 00:00:00,146.879368387307
monetary,NL11,ccgt,2015-03-18 03:00:00,172.03195399895617
monetary,NL11,ccgt,2015-03-18 06:00:00,241.16047483429824
monetary,NL11,ccgt,2015-03-18 09:00:00,242.16371327228072
monetary,NL11,ccgt,2015-03-18 12:00:00,231.76784192184212
monetary,NL11,ccgt,2015-03-18 15:00:00,206.4535797535088
monetary,NL11,ccgt,2015-03-18 18:00:00,201.47372726122808
monetary,NL11,ccgt,2015-03-18 21:00:00,158.25272540734215
monetary,NL11,ccgt,2015-03-19 00:00:00,122.60511452733336
monetary,NL11,ccgt,2015-03-19 03:00:00,128.39098835264912
monetary,NL11,ccgt,2015-03-19 06:00:00,202.60029388552636
monetary,NL11,ccgt,2015-03-19 09:00:00,233.12913167482458
monetary,NL11,ccgt,2015-03-19 12:00:00,231.37253296736844
monetary,NL11,ccgt,2015-03-19 15:00:00,196.4058603452632
monetary,NL11,ccgt,2015-03-19 18:00:00,177.32466266965793
monetary,NL11,ccgt,2015-03-19 21:00:00,138.33425677857898
monetary,NL11,ccgt,2015-03-20 00:00:00,133.17598519036844
monetary,NL11,ccgt,2015-03-20 03:00:00,150.14576543871055
monetary,NL11,ccgt,2015-03-20 06:00:00,232.47607905017549
monetary,NL11,ccgt,2015-03-20 09:00:00,242.16371327228072
monetary,NL11,ccgt,2015-03-20 12:00:00,232.15308951377196
monetary,NL11,ccgt,2015-03-20 15:00:00,214.01626860543863
monetary,NL11,ccgt,2015-03-20 18:00:00,185.79051090026317
monetary,NL11,ccgt,2015-03-20 21:00:00,72.27152850430701
monetary,NL11,ccgt,2015-03-21 00:00:00,10.709772182673685
monetary,NL11,ccgt,2015-03-21 03:00:00,57.16628072507895
monetary,NL11,ccgt,2015-03-21 06:00:00,150.85659440283334
monetary,NL11,ccgt,2015-03-21 09:00:00,154.0130508197281
monetary,NL11,ccgt,2015-03-21 12:00:00,3.165413009433334
monetary,NL11,ccgt,2015-03-21 15:00:00,0.0
monetary,NL11,ccgt,2015-03-21 18:00:00,0.0
monetary,NL11,ccgt,2015-03-21 21:00:00,0.0
monetary,NL11,ccgt,2015-03-22 00:00:00,0.0
monetary,NL11,ccgt,2015-03-22 03:00:00,0.9458073346357018
monetary,NL11,ccgt,2015-03-22 06:00:00,71.00116179072809
monetary,NL11,ccgt,2015-03-22 09:00:00,145.25199249270173
monetary,NL11,ccgt,2015-03-22 12:00:00,164.62158949623688
monetary,NL11,ccgt,2015-03-22 15:00:00,188.12179519745618
monetary,NL11,ccgt,2015-03-22 18:00:00,188.19744440456142
monetary,NL11,ccgt,2015-03-22 21:00:00,97.98629769778073
monetary,NL11,ccgt,2015-03-23 00:00:00,59.29012996470176
monetary,NL11,ccgt,2015-03-23 03:00:00,94.83268330082457
monetary,NL11,ccgt,2015-03-23 06:00:00,174.99134090155263
monetary,NL11,ccgt,2015-03-23 09:00:00,164.99573359164916
monetary,NL11,ccgt,2015-03-23 12:00:00,149.75595513585967
monetary,NL11,ccgt,2015-03-23 15:00:00,168.06187713048246
monetary,NL11,ccgt,2015-03-23 18:00:00,190.56271054877197
monetary,NL11,ccgt,2015-03-23 21:00:00,148.19752567302632
monetary,NL11,ccgt,2015-03-24 00:00:00,110.68309286895615
monetary,NL11,ccgt,2015-03-24 03:00:00,124.62882171164034
monetary,NL11,ccgt,2015-03-24 06:00:00,209.1310901149123
monetary,NL11,ccgt,2015-03-24 09:00:00,225.97742878412285
monetary,NL11,ccgt,2015-03-24 12:00:00,239.1023412311404
monetary,NL11,ccgt,2015-03-24 15:00:00,242.16371327228072
monetary,NL11,ccgt,2015-03-24 18:00:00,242.16371327228072
monetary,NL11,ccgt,2015-03-24 21:00:00,169.03095733262282
monetary,NL11,ccgt,2015-03-25 00:00:00,123.97604986920177
monetary,NL11,ccgt,2015-03-25 03:00:00,141.62380396326316
monetary,NL11,ccgt,2015-03-25 06:00:00,178.80652678342983
monetary,NL11,ccgt,2015-03-25 09:00:00,216.38767236078954
monetary,NL11,ccgt,2015-03-25 12:00:00,242.16371327228072
monetary,NL11,ccgt,2015-03-25 15:00:00,236.57908109692985
monetary,NL11,ccgt,2015-03-25 18:00:00,181.89240787175441
monetary,NL11,ccgt,2015-03-25 21:00:00,93.72565443867545
monetary,NL11,ccgt,2015-03-26 00:00:00,61.40835636057019
monetary,NL11,ccgt,2015-03-26 03:00:00,102.97864499842983
monetary,NL11,ccgt,2015-03-26 06:00:00,188.49993323982457
monetary,NL11,ccgt,2015-03-26 09:00:00,172.48446512928072
monetary,NL11,ccgt,2015-03-26 12:00:00,142.91076922521052
monetary,NL11,ccgt,2015-03-26 15:00:00,106.47476689519299
monetary,NL11,ccgt,2015-03-26 18:00:00,47.70142558839475
monetary,NL11,ccgt,2015-03-26 21:00:00,49.824625069184215
monetary,NL11,ccgt,2015-03-27 00:00:00,0.0
